title,location,price,area,no_rooms,interior,year
ApartmentMarskramerstraat,1033WGAmsterdam(Oostzanerwerf),"€3,200permonth",196m²,6rooms,,2007
ApartmentAlbertCuypstraat,1072CNAmsterdam(OudePijp),"€2,600permonth",100m²,3rooms,Upholstered,
ApartmentKeizersgracht,1017ESAmsterdam(Grachtengordel-Zuid),"€2,750permonth",78m²,2rooms,Furnished,
ApartmentKeizersgracht,1017ESAmsterdam(Grachtengordel-Zuid),"€2,750permonth",80m²,2rooms,Furnished,
ApartmentPieterdeHoochstraat,1071EDAmsterdam(Museumkwartier),"€3,700permonth",130m²,3rooms,Furnished,
HouseEefKamerbeekpad1,1095MZAmsterdam(Zeeburgereiland/NieuweDiep),"€3,500permonth",160m²,5rooms,Upholsteredorfurnished,
ApartmentHogewerf,1082NGAmsterdam(Buitenveldert-Oost),"€2,250permonth",85m²,2rooms,Furnished,
ApartmentVätternkade,1060PKAmsterdam(MiddelveldscheAkerpolder),"€2,450permonth",120m²,4rooms,Upholsteredorfurnished,
HouseAkerpolderstraat,1066ETAmsterdam(Sloter-/Riekerpolder),"€3,300permonth",169m²,6rooms,Upholstered,
HousePijlkruidstraat1,1087CEAmsterdam(IJburgWest),"€2,750permonth",135m²,5rooms,Upholstered,
ApartmentRieMastenbroekstraat47,1095MJAmsterdam(Zeeburgereiland/NieuweDiep),"€1,750permonth",70m²,3rooms,Upholsteredorfurnished,
ApartmentDerdeSchinkelstraat4A,1075TLAmsterdam(Schinkelbuurt),"€2,650permonth",70m²,4rooms,Upholstered,
ApartmentTweedeJanvanderHeijdenstraat3H,1073VEAmsterdam(OudePijp),"€6,000permonth",149m²,5rooms,Furnished,
ApartmentKeizersgracht,1017DLAmsterdam(Grachtengordel-Zuid),"€3,450permonth",120m²,3rooms,Furnished,
ApartmentGalileïplantsoen,1098NCAmsterdam(Middenmeer),"€3,500permonth",140m²,4rooms,Upholstered,
ApartmentH.Diesveldsingel,1060RLAmsterdam(MiddelveldscheAkerpolder),"€1,750permonth",100m²,3rooms,Furnished,
ApartmentBorneostraat,1094CJAmsterdam(IndischeBuurtWest),"€2,200permonth",107m²,3rooms,Furnished,
ApartmentJanvanGalenstraat1831,1056BSAmsterdam(VanGalenbuurt),"€1,650permonth",50m²,2rooms,Upholstered,
ApartmentCéramiquelaan,1031KGAmsterdam(NoordelijkeIJ-oeversWest),"€4,000permonth",110m²,4rooms,Furnished,
ApartmentNieuwezijdsVoorburgwal255,1012RLAmsterdam(Burgwallen-NieuweZijde),"€2,650permonth",111m²,3rooms,Upholstered,
ApartmentHaparandaweg,1013BDAmsterdam(Houthavens),"€1,750permonth",50m²,2rooms,Furnished,
ApartmentLucellestraat,1055HXAmsterdam(Landlust),"€2,000permonth",59m²,3rooms,Upholstered,
ApartmentJacobvanLennepkade,1054ZGAmsterdam(Helmersbuurt),"€1,950permonth",56m²,2rooms,Furnished,
ApartmentVanTuyllvanSerooskerkenweg1103,1076JRAmsterdam(Stadionbuurt),"€3,850permonth",125m²,5rooms,Furnished,
ApartmentCornelisSchuytstraat252+3,1071JDAmsterdam(Museumkwartier),"€3,950permonth",150m²,4rooms,Upholstered,
ApartmentNieuweLeliestraat,1015SPAmsterdam(Jordaan),"€2,750permonth",73m²,3rooms,Furnished,
ApartmentGrootzeil,1034LVAmsterdam(BanneBuiksloot),"€2,250permonth",93m²,4rooms,Furnished,
HouseJohannesVerhulststraat151H,1075GWAmsterdam(Willemspark),"€11,000permonth",255m²,10rooms,Upholstered,
ApartmentS.F.vanOssstraat,1068JNAmsterdam(Osdorp-Oost),"€1,550permonth",55m²,2rooms,Furnished,
ApartmentSarphatipark,1073CZAmsterdam(NieuwePijp),"€3,000permonth",88m²,3rooms,Upholstered,
ApartmentGeldersekade45A,1011EJAmsterdam(Nieuwmarkt/Lastage),"€1,600permonth",46m²,1room,,1735
ApartmentSingel436E,1017AVAmsterdam(Grachtengordel-Zuid),"€3,250permonth",140m²,3rooms,Upholsteredorfurnished,
HouseSchapenburgerpad20,1071ZAAmsterdam(Museumkwartier),"€4,000permonth",198m²,6rooms,Upholsteredorfurnished,
ApartmentPrinsengracht6894,1017JVAmsterdam(Grachtengordel-Zuid),"€2,250permonth",65m²,2rooms,Furnished,
ApartmentKorteOuderkerkerdijk1C1,1096ACAmsterdam(Omval/Overamstel),"€3,850permonth",139m²,3rooms,,2021
ApartmentGustavMahlerlaan359,1082MKAmsterdam(Zuidas),"€5,850permonth",132m²,3rooms,Upholsteredorfurnished,
ApartmentNassaukade123III,1052ECAmsterdam(FrederikHendrikbuurt),"€3,250permonth",108m²,4rooms,,1910
ApartmentGustavMahlerplein285PH,1082MSAmsterdam(Zuidas),"€8,000permonth",193m²,4rooms,Furnished,
ApartmentNieuwePrinsengracht,1018XHAmsterdam(Weesperbuurt/Plantage),"€1,950permonth",90m²,2rooms,Furnished,
ApartmentRustenburgerstraat146A20,1073GJAmsterdam(NieuwePijp),"€2,300permonth",55m²,3rooms,Furnished,
ApartmentValeriusplein263,1075BHAmsterdam(Willemspark),"€4,000permonth",85m²,3rooms,Furnished,
ApartmentTweedeJanSteenstraat25H,1073VLAmsterdam(OudePijp),"€2,675permonth",83m²,3rooms,Furnished,
ApartmentPieterCornelisz.Hooftstraat,1071BMAmsterdam(Museumkwartier),"€2,750permonth",70m²,3rooms,,1904
ApartmentVanBaerlestraat143,1071AWAmsterdam(Museumkwartier),"€2,800permonth",162m²,4rooms,Upholstered,
ApartmentTommasoAlbinonistraat166,1083HMAmsterdam(Zuidas),"€5,000permonth",197m²,5rooms,Upholstered,
ApartmentDenTexstraat8B,1017ZAAmsterdam(DeWeteringschans),"€3,950permonth",126m²,3rooms,Furnished,
ApartmentPapaverweg,1032KHAmsterdam(Volewijck),"€1,395permonth",40m²,2rooms,Upholstered,
ApartmentJohannesVerhulststraat,1071NEAmsterdam(Museumkwartier),"€3,200permonth",135m²,5rooms,Upholstered,
HousePrinseneiland59,1013LMAmsterdam(Haarlemmerbuurt),"€2,950permonth",120m²,3rooms,Furnished,
ApartmentNieuwendijk,1012MPAmsterdam(Burgwallen-NieuweZijde),"€3,000permonth",92m²,3rooms,Furnished,
ApartmentRechtBoomssloot14E,1011EAAmsterdam(Nieuwmarkt/Lastage),"€3,950permonth",145m²,4rooms,Furnished,
ApartmentKeizersgracht391E,1016EJAmsterdam(Grachtengordel-West),"€2,700permonth",109m²,4rooms,Upholstered,
HouseLeTourmalet26,1060NXAmsterdam(MiddelveldscheAkerpolder),"€2,000permonth",134m²,4rooms,Upholstered,
ApartmentRuysdaelkade15II,1072AGAmsterdam(OudePijp),"€3,450permonth",101m²,4rooms,Upholstered,
ApartmentLeliegracht25B,1016GRAmsterdam(Grachtengordel-West),"€2,850permonth",92m²,3rooms,,
ApartmentBilderdijkkade,1053VKAmsterdam(VanLennepbuurt),"€2,700permonth",115m²,2rooms,Furnished,
ApartmentSolitudolaan,1096DSAmsterdam(Omval/Overamstel),"€6,500permonth",204m²,7rooms,,
ApartmentBloemstraat13B,1016KVAmsterdam(Jordaan),"€2,850permonth",78m²,3rooms,Furnished,
ApartmentTollensstraat63C,1053RSAmsterdam(Kinkerbuurt),"€1,550permonth",40m²,2rooms,,1906-1930
ApartmentVincentvanGoghstraat,1072KZAmsterdam(NieuwePijp),"€1,500permonth",50m²,2rooms,,1923
ApartmentP.HansFrankfurthersingel,1060TNAmsterdam(MiddelveldscheAkerpolder),"€1,650permonth",78m²,3rooms,,2004
ApartmentBaarsjesweg,1058ADAmsterdam(WestindischeBuurt),"€2,500permonth",50m²,2rooms,Furnished,
ApartmentRooseveltlaan,1079ABAmsterdam(Scheldebuurt),"€2,800permonth",143m²,5rooms,Upholstered,
ApartmentHaparandaweg,1013BDAmsterdam(Houthavens),"€1,488permonth",49m²,1room,,2022
ApartmentOsdorpplein,1068TDAmsterdam(Osdorp-Oost),"€1,900permonth",73m²,3rooms,,2021-2030
ApartmentRustenburgerstraat145,1073EXAmsterdam(NieuwePijp),"€2,450permonth",87m²,3rooms,Upholstered,
ApartmentHerengracht5793,1017CDAmsterdam(Grachtengordel-Zuid),"€3,950permonth",110m²,3rooms,Upholsteredorfurnished,
ApartmentIJburglaan,1087CEAmsterdam(IJburgWest),"€2,600permonth",110m²,2rooms,Furnished,
ApartmentKoningslaan24II,1075ADAmsterdam(Willemspark),"€3,950permonth",83m²,3rooms,Upholstered,
ApartmentVanBoshuizenstraat,1082ARAmsterdam(Buitenveldert-Oost),"€2,450permonth",102m²,3rooms,Furnished,
ApartmentOsdorperBan,1069GAAmsterdam(Osdorp-Midden),"€2,195permonth",95m²,3rooms,Furnished,
ApartmentLeidsegracht,1016CRAmsterdam(Jordaan),"€2,950permonth",106m²,3rooms,Furnished,
ApartmentRijnstraat2221,1079HVAmsterdam(Rijnbuurt),"€2,250permonth",83m²,2rooms,,1934
ApartmentPlanciusstraat,1013MDAmsterdam(Haarlemmerbuurt),"€3,250permonth",157m²,3rooms,Furnished,
ApartmentDamstraat1E,1012JLAmsterdam(Burgwallen-OudeZijde),"€3,500permonth",100m²,3rooms,Furnished,
ApartmentNieuweKeizersgracht63A,1018VDAmsterdam(Weesperbuurt/Plantage),"€3,500permonth",140m²,5rooms,Furnished,
ApartmentKoningslaan24C,1075ADAmsterdam(Willemspark),"€3,950permonth",83m²,3rooms,Upholstered,
ApartmentWesterstraat,1015LZAmsterdam(Jordaan),"€1,950permonth",50m²,2rooms,Upholstered,
ApartmentKeizersgracht680II+III,1017ETAmsterdam(Grachtengordel-Zuid),"€3,950permonth",125m²,3rooms,,Before1906
ApartmentGeldersekade,1011EHAmsterdam(Burgwallen-OudeZijde),"€2,500permonth",70m²,3rooms,Upholsteredorfurnished,
ApartmentAlexanderBoersstraat31I,1071KVAmsterdam(Museumkwartier),"€2,500permonth",61m²,2rooms,Upholsteredorfurnished,
ApartmentKoninginneweg,1075CTAmsterdam(Willemspark),"€4,000permonth",147m²,4rooms,Furnished,
ApartmentBorneostraat,1094CJAmsterdam(IndischeBuurtWest),"€2,500permonth",142m²,4rooms,Upholstered,
ApartmentVoorthuizenstraat17,1106DJAmsterdam(Gein),"€1,950permonth",130m²,5rooms,Upholstered,
ApartmentSarphatistraat,1018GKAmsterdam(Weesperbuurt/Plantage),"€4,950permonth",142m²,5rooms,Furnished,
ApartmentRozengracht,1016SZAmsterdam(Jordaan),"€2,500permonth",80m²,2rooms,Furnished,
ApartmentSingel,1016ACAmsterdam(Grachtengordel-West),"€3,450permonth",105m²,4rooms,Furnished,
ApartmentGraafschapstraat,1079PEAmsterdam(Scheldebuurt),"€1,855permonth",73m²,3rooms,,2016
ApartmentHerengracht132C,1015BVAmsterdam(Grachtengordel-West),"€10,500permonth",190m²,4rooms,Upholsteredorfurnished,
ApartmentKeizersgracht114,1015CVAmsterdam(Grachtengordel-West),"€3,000permonth",80m²,4rooms,Furnished,
ApartmentJohannesVerhulststraat224H,1075HGAmsterdam(Willemspark),"€3,750permonth",140m²,5rooms,Upholstered,
HousePrinsengracht516,1017KJAmsterdam(DeWeteringschans),"€13,500permonth",536m²,5rooms,Upholstered,
ApartmentHerengracht,1015BTAmsterdam(Grachtengordel-West),"€2,150permonth",130m²,3rooms,Furnished,
ApartmentTweedeOosterparkstraat184H,1092BTAmsterdam(Oosterparkbuurt),"€2,100permonth",84m²,3rooms,Upholstered,
ApartmentRoerstraat,1078LLAmsterdam(Scheldebuurt),"€2,300permonth",75m²,3rooms,Furnished,
ApartmentGeschutswerf,1018AWAmsterdam(OostelijkeEilanden/Kadijken),"€3,495permonth",170m²,4rooms,Furnished,
ApartmentUiterwaardenstraat,1079DDAmsterdam(Scheldebuurt),"€3,250permonth",120m²,4rooms,Upholsteredorfurnished,
ApartmentOrteliusstraat2213,1056NRAmsterdam(VanGalenbuurt),"€1,850permonth",60m²,2rooms,Furnished,
HouseSimonStevinstraat33hs,1097BXAmsterdam(Frankendael),"€3,250permonth",138m²,5rooms,Upholstered,
ApartmentOlympiaplein19BV,1077CKAmsterdam(Apollobuurt),"€4,500permonth",200m²,6rooms,Upholstered,
ApartmentJanLuijkenstraat,1071CSAmsterdam(Museumkwartier),"€5,000permonth",236m²,4rooms,Furnished,
ApartmentVanBaerlestraat72D,1071BAAmsterdam(Museumkwartier),"€3,500permonth",150m²,3rooms,Upholstered,
ApartmentMinervalaan,1077PKAmsterdam(Apollobuurt),"€3,950permonth",140m²,3rooms,Upholstered,
ApartmentKeizersgracht734C,1017EWAmsterdam(Grachtengordel-Zuid),"€3,250permonth",136m²,3rooms,Upholstered,
ApartmentVossiusstraat39hs,1071AHAmsterdam(Museumkwartier),"€6,500permonth",260m²,7rooms,Upholstered,
ApartmentHerengracht,1017CDAmsterdam(Grachtengordel-Zuid),"€5,400permonth",125m²,3rooms,Furnished,
ApartmentLodewijkvanDeysselstraat,1067CJAmsterdam(Geuzenveld),"€1,160permonth",83m²,3rooms,,2021
HouseValeriusplein,1075BJAmsterdam(Willemspark),"€8,000permonth",366m²,6rooms,Upholstered,
ApartmentNicolaasWitsenkade,1017ZSAmsterdam(DeWeteringschans),"€7,950permonth",200m²,6rooms,Furnished,
ApartmentMinervaplein,1077TRAmsterdam(Apollobuurt),"€2,850permonth",111m²,3rooms,Furnished,
ApartmentSingel91E,1012VGAmsterdam(Burgwallen-NieuweZijde),"€2,850permonth",110m²,2rooms,Furnished,
ApartmentValeriusstraat24hs,1071MJAmsterdam(Museumkwartier),"€4,500permonth",148m²,5rooms,Upholstered,
ApartmentKoninginWilhelminaplein,1062KSAmsterdam(Westlandgracht),"€1,665permonth",64m²,2rooms,,2016
ApartmentIJselstraat87H,1078CGAmsterdam(IJselbuurt),"€1,875permonth",50m²,3rooms,Upholstered,
HouseVanBreestraat139hs,1071ZLAmsterdam(Museumkwartier),"€4,950permonth",140m²,5rooms,Upholstered,
ApartmentWagenstraat,1017CZAmsterdam(Grachtengordel-Zuid),"€3,100permonth",90m²,3rooms,Upholstered,
ApartmentLaanderHesperiden16H,1076DKAmsterdam(Stadionbuurt),"€3,500permonth",127m²,3rooms,Upholstered,
ApartmentOosterpark62I,1092ARAmsterdam(Oosterparkbuurt),"€3,000permonth",85m²,3rooms,Furnished,
ApartmentOosterpark62II,1092ARAmsterdam(Oosterparkbuurt),"€3,000permonth",85m²,3rooms,Furnished,
ApartmentStadionweg140I,1077SXAmsterdam(Apollobuurt),"€3,000permonth",111m²,4rooms,Upholstered,
ApartmentGeschutswerf63,1018AWAmsterdam(OostelijkeEilanden/Kadijken),"€3,500permonth",164m²,2rooms,,1840
ApartmentOudeschans18III,1011LAAmsterdam(Nieuwmarkt/Lastage),"€3,500permonth",100m²,3rooms,Furnished,
ApartmentLeidsekade102A,1017PPAmsterdam(DeWeteringschans),"€4,950permonth",153m²,4rooms,Furnished,
ApartmentBeemsterstraat542F2,1024BVAmsterdam(Waterlandpleinbuurt),"€1,295permonth",83m²,3rooms,,1970
ApartmentLeonardostraat6I,1077EVAmsterdam(Apollobuurt),"€4,300permonth",185m²,6rooms,Upholstered,
ApartmentDam,1012JSAmsterdam(Burgwallen-OudeZijde),"€5,500permonth",125m²,3rooms,Upholsteredorfurnished,
ApartmentKoninginWilhelminaplein,1062KSAmsterdam(Westlandgracht),"€2,250permonth",90m²,3rooms,Furnished,
ApartmentTweedeHugodeGrootstraat,1052LCAmsterdam(FrederikHendrikbuurt),"€1,875permonth",52m²,2rooms,Upholstered,
ApartmentVanEeghenstraat1032,1071EZAmsterdam(Museumkwartier),"€5,000permonth",204m²,6rooms,Upholstered,
ApartmentNieuwePrinsengracht,1018VTAmsterdam(Weesperbuurt/Plantage),"€2,300permonth",75m²,2rooms,Furnished,
ApartmentEvertsweertplantsoen22,1069RLAmsterdam(Osdorp-Midden),"€1,849permonth",60m²,2rooms,Upholsteredorfurnished,
ApartmentKeizersstraat,1011GDAmsterdam(Nieuwmarkt/Lastage),"€2,500permonth",100m²,3rooms,Furnished,
ApartmentBrouwersgracht180A,1013HCAmsterdam(Haarlemmerbuurt),"€7,000permonth",200m²,4rooms,Furnished,
HousePrinsengracht264,1016HHAmsterdam(Jordaan),"€9,500permonth",240m²,7rooms,,
ApartmentWillemsparkweg,1071GNAmsterdam(Museumkwartier),"€4,950permonth",185m²,6rooms,Upholstered,
ApartmentKerkstraat132A,1017GPAmsterdam(Grachtengordel-Zuid),"€3,450permonth",129m²,4rooms,,Before1906
ApartmentMinervalaan,1077NLAmsterdam(Apollobuurt),"€4,450permonth",164m²,6rooms,Upholstered,
ApartmentLeeuwenwerf,1018KAAmsterdam(OostelijkeEilanden/Kadijken),"€2,450permonth",104m²,4rooms,,
HouseMoestuinlaan,1036KDAmsterdam(TuindorpOostzaan),"€4,500permonth",200m²,10rooms,Upholsteredorfurnished,
ApartmentVanBreestraat90II,1071ZSAmsterdam(Museumkwartier),"€4,250permonth",122m²,7rooms,Upholstered,
ApartmentEsplanadedeMeer,1098WNAmsterdam(Middenmeer),"€2,500permonth",96m²,3rooms,Furnished,
ApartmentNDSM-kade,1033PGAmsterdam(NoordelijkeIJ-oeversWest),"€1,694permonth",89m²,2rooms,Upholstered,
ApartmentNDSM-kade,1033PGAmsterdam(NoordelijkeIJ-oeversWest),"€1,568permonth",64m²,2rooms,Upholstered,
ApartmentNDSM-kade,1033PGAmsterdam(NoordelijkeIJ-oeversWest),"€1,460permonth",63m²,2rooms,Upholstered,
ApartmentNDSM-kade,1033PGAmsterdam(NoordelijkeIJ-oeversWest),"€1,487permonth",71m²,2rooms,Upholstered,
ApartmentGrasweg168,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,550permonth",62m²,3rooms,,2021-2030
ApartmentMaryvanderSluisstraat284*,1095MEAmsterdam(Zeeburgereiland/NieuweDiep),"€2,250permonth",88m²,3rooms,,2017
ApartmentHouthavenweg,1014ZAAmsterdam(Houthavens),"€1,688permonth",60m²,1room,,2022
ApartmentHaparandaweg,1013BDAmsterdam(Houthavens),"€1,328permonth",43m²,1room,,2022
ApartmentLijnbaansgracht,1016VXAmsterdam(Jordaan),"€7,500permonth",178m²,2rooms,Upholsteredorfurnished,
ApartmentGrasweg148,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,550permonth",69m²,3rooms,,2021-2030
ApartmentGrasweg122,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,747permonth",90m²,2rooms,,2021-2030
ApartmentRuysdaelkade1972,1072AVAmsterdam(NieuwePijp),"€1,865permonth",58m²,3rooms,Furnished,
ApartmentWillemParelstraat,1018KZAmsterdam(OostelijkeEilanden/Kadijken),"€1,850permonth",84m²,3rooms,,
ApartmentKeizersgracht385B,1016EJAmsterdam(Grachtengordel-West),"€9,750permonth",300m²,5rooms,Upholsteredorfurnished,
StudioWibautstraat150,1091GRAmsterdam(Weesperzijde),"€3,250permonth",40m²,1room,Furnished,
ApartmentGrasweg278,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,446permonth",62m²,3rooms,,2021-2030
ApartmentKalverstraat,1012PHAmsterdam(Burgwallen-NieuweZijde),"€2,750permonth",110m²,4rooms,Furnished,
ApartmentBosenLommerplantsoen,1055AAAmsterdam(DeKolenkit),"€4,500permonth",50m²,2rooms,Furnished,
ApartmentGrasweg344,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,773permonth",74m²,3rooms,,2021-2030
ApartmentGrasweg138,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,540permonth",69m²,3rooms,,2021-2030
ApartmentGrasweg292,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,447permonth",63m²,3rooms,,2021-2030
ApartmentGrasweg152,1031HXAmsterdam(NoordelijkeIJ-oeversWest),"€1,367permonth",62m²,3rooms,,2021-2030
ApartmentAlbertCuypstraat1433,1072CSAmsterdam(OudePijp),"€2,900permonth",53m²,2rooms,Furnished,
StudioAugustAllebéplein,1062ACAmsterdam(OvertoomseVeld),€673permonth,30m²,1room,Upholstered,
ApartmentPrinsengracht,1016GVAmsterdam(Grachtengordel-West),"€4,900permonth",100m²,3rooms,Upholsteredorfurnished,
ApartmentNDSM-kade,1033PGAmsterdam(NoordelijkeIJ-oeversWest),"€2,654permonth",129m²,4rooms,Upholstered,
ApartmentStromarkt,1012SWAmsterdam(Burgwallen-NieuweZijde),"€2,350permonth",65m²,2rooms,Furnished,
ApartmentStadionweg,1077STAmsterdam(Apollobuurt),"€2,700permonth",120m²,3rooms,Upholsteredorfurnished,
ApartmentJohnBlankensteinstraat,1095MBAmsterdam(Zeeburgereiland/NieuweDiep),"€3,400permonth",105m²,5rooms,Upholstered,
StudioElizabethCadyStantonplein,"1102BLAmsterdam(BijlmerCentrum(D,F,H))",€655permonth,30m²,1room,Upholstered,
ApartmentTasmanstraat3,1013PWAmsterdam(Houthavens),"€2,150permonth",100m²,4rooms,Furnished,
ApartmentKoninginWilhelminaplein,1062KSAmsterdam(Westlandgracht),"€2,250permonth",90m²,3rooms,Furnished,
ApartmentIJdok,1013MMAmsterdam(Haarlemmerbuurt),"€2,550permonth",55m²,2rooms,Upholsteredorfurnished,
ApartmentAmstelveenseweg,1075XLAmsterdam(Schinkelbuurt),"€2,450permonth",70m²,3rooms,Upholsteredorfurnished,
ApartmentTweedeBoomdwarsstraat,1015LKAmsterdam(Jordaan),"€1,950permonth",67m²,2rooms,Furnished,
ApartmentStolwijkstraat,1059XZAmsterdam(Hoofddorppleinbuurt),"€1,850permonth",56m²,2rooms,Furnished,
ApartmentValkenburgerstraat1842,1011NBAmsterdam(Nieuwmarkt/Lastage),"€1,350permonth",46m²,2rooms,,Before1906
ApartmentEemsstraat43H,1079TDAmsterdam(Rijnbuurt),"€1,500permonth",52m²,2rooms,,1934
ApartmentTweedeGoudsbloemdwarsstraat261,1015JZAmsterdam(Jordaan),"€1,975permonth",70m²,4rooms,,Before1906
ApartmentSlijterstraat27,1019VNAmsterdam(OostelijkHavengebied),"€2,000permonth",65m²,2rooms,Upholsteredorfurnished,
ApartmentDaniëlStalpertstraat,1072XAAmsterdam(OudePijp),"€2,250permonth",80m²,3rooms,Furnished,
ApartmentGustavMahlerlaan17L,1082MKAmsterdam(Zuidas),"€1,425permonth",41m²,1room,Furnished,
ApartmentLinnaeuskade23H,1098BGAmsterdam(Middenmeer),"€1,800permonth",120m²,5rooms,,1903
ApartmentWijnandNuijenstraat148,1061WBAmsterdam(OvertoomseVeld),"€2,250permonth",86m²,5rooms,,2001-2010
HouseDeWittenkade55,1052ADAmsterdam(Staatsliedenbuurt),"€2,500permonth",116m²,4rooms,Upholsteredorfurnished,
ApartmentMarskramerstraat19,1033WHAmsterdam(Oostzanerwerf),"€1,500permonth",60m²,2rooms,,1990
ApartmentNieuwezijdsVoorburgwal,1012RXAmsterdam(Burgwallen-NieuweZijde),"€1,650permonth",51m²,2rooms,Upholsteredorfurnished,
ApartmentRetiefstraat,1092XAAmsterdam(Transvaalbuurt),"€2,000permonth",65m²,2rooms,Furnished,
ApartmentSolitudolaan226,1096DSAmsterdam(Omval/Overamstel),"€1,850permonth",65m²,2rooms,Furnished,
